PROVINCIE,link organisatie,type org,naam,adres,postcode,plaats,posx,posY,provincie,telf,regio
Drenthe,"/zorgorganisatie/794581/fysiotherapiepraktijk/emmen/fysio-emmermeer",fysiotherapiepraktijk,Fysio-Emmermeer - Emmen,Warmeerweg 46,7815 HH ,Emmen,52.798782,6.897739,,0591-615215,
Drenthe,"/zorgorganisatie/795752/fysiotherapiepraktijk/emmen/cesar-praktijk-voor-fysiotherapie-en-oefentherapie",fysiotherapiepraktijk,Cesar Praktijk voor Fysiotherapie en Oefentherapie - Emmen,Haagjesweg 162,7815 LP ,Emmen,52.796783,6.890781,,0591-643802,
Drenthe,"/zorgorganisatie/805633/fysiotherapiepraktijk/emmen/fysio-active",fysiotherapiepraktijk,Fysio Active - Emmen,Nijbracht 116,7821 CE ,Emmen,52.769196,6.900625,,0591-649111,
Drenthe,"/zorgorganisatie/796779/fysiotherapiepraktijk/emmen/emmerhout-fysiotherapie",fysiotherapiepraktijk,Emmerhout Fysiotherapie - Emmen,Houtweg 341,7823 PT ,Emmen,52.791348,6.933224,,0591-629500,
Drenthe,"/zorgorganisatie/796123/fysiotherapiepraktijk/emmen/fysiotherapie-scheperpark",fysiotherapiepraktijk,Fysiotherapie Scheperpark - Emmen,Boermarkeweg 50,7824 AA ,Emmen,52.786278,6.911098,,0591-613126,
Drenthe,"/zorgorganisatie/805627/fysiotherapiepraktijk/emmen/angelslo-fysio-en-manueel-therapie-visscher",fysiotherapiepraktijk,Angelslo Fysio- en Manueel Therapie Visscher - Emmen,Havixhorst 42,7824 BS ,Emmen,52.780792,6.917368,,0591-621678,
Drenthe,"/zorgorganisatie/805630/fysiotherapiepraktijk/emmen/wijk-fysiotherapiepraktijk-j-van",fysiotherapiepraktijk,Wijk Fysiotherapiepraktijk J van - Emmen,Leemkoelen 17,7824 VK ,Emmen,52.779652,6.933399,,0591-627100,
Drenthe,"/zorgorganisatie/805628/fysiotherapiepraktijk/emmen/lampe-fysiotherapie-energetische-therapie-en-arbeidsfysiotherapie",fysiotherapiepraktijk,Lampe Fysiotherapie Energetische Therapie en Arbeidsfysiotherapie - Emmen,Ullevi 7,7825 SC ,Emmen,52.777302,6.944396,,0591-624832,
Drenthe,"/zorgorganisatie/805629/fysiotherapiepraktijk/emmen/praktijk-voor-fysiotherapie",fysiotherapiepraktijk,Praktijk voor Fysiotherapie - Emmen,Barnar 3,7826 EP ,Emmen,52.771919,6.959137,,0591-626031,
Drenthe,"/zorgorganisatie/794652/fysiotherapiepraktijk/emmen/muter-fransen-praktijk-voor-fysiotherapie",fysiotherapiepraktijk,Muter-Fransen Praktijk voor Fysiotherapie - Emmen,Navigatiestraat 1,7826 TD ,Emmen,52.778370,6.953782,,0591-626763,
Drenthe,"/zorgorganisatie/793427/fysiotherapiepraktijk/emmen/fysiotherapie-de-rietlanden",fysiotherapiepraktijk,Fysiotherapie De Rietlanden - Emmen,Kraaienveld 75,7827 JR ,Emmen,52.749306,6.893383,,0591-631048,
Drenthe,"/zorgorganisatie/805631/fysiotherapiepraktijk/emmen/drents-medisch-centrum-veilig-bewegen",fysiotherapiepraktijk,Drents Medisch Centrum Veilig Bewegen - Emmen,Houtsnip 29,7827 KG ,Emmen,52.738541,6.877482,,0591-635050,
Drenthe,"/zorgorganisatie/796051/fysiotherapiepraktijk/emmen/praktijk-voor-kinderfysiotherapie-de-rietlanden",fysiotherapiepraktijk,Praktijk voor Kinderfysiotherapie De Rietlanden - Emmen,Dwergstern 16,7827 TE ,Emmen,52.742325,6.885105,,0591-630016,
Drenthe,"/zorgorganisatie/814348/ggz-instelling/emmen/pep-wiersma",ggz-instelling,PEP-Wiersma - Emmen,Waanderweg 102,7812 HZ ,Emmen,52.753391,6.878064,,0591-632823,
Drenthe,"/zorgorganisatie/814348/ggz-instelling/emmen/pep-wiersma",ggz-instelling,PEP-Wiersma - Emmen,Waanderweg 102,7812 HZ ,Emmen,52.753391,6.878064,,0591-632823,
Drenthe,"/zorgorganisatie/814348/ggz-instelling/emmen/pep-wiersma",ggz-instelling,PEP-Wiersma - Emmen,Waanderweg 102,7812 HZ ,Emmen,52.753391,6.878064,,0591-632823,
Drenthe,"/zorgorganisatie/807707/logopediepraktijk/emmen/logopedisch-centrum-emmen-locatie-bargeres",logopediepraktijk,Logopedisch Centrum Emmen Locatie Bargeres - Emmen,Orvelterbrink 49,7812 ML ,Emmen,52.769951,6.885997,,06-50677751,
Drenthe,"/zorgorganisatie/807610/logopediepraktijk/emmen/logopedisch-centrum-emmen",logopediepraktijk,Logopedisch Centrum Emmen - Emmen,Nijverheidsstraat 2,7815 HV ,Emmen,52.797962,6.898399,,0591-642553,
Drenthe,"/zorgorganisatie/807609/logopediepraktijk/emmen/bosch-w-m-vd",logopediepraktijk,Bosch W M vd - Emmen,Veenkampenweg 9,7822 GR ,Emmen,52.785912,6.905112,,0591-640081,
Drenthe,"/zorgorganisatie/807608/logopediepraktijk/emmen/hoogstraten-logopedie-praktijk-j-th",logopediepraktijk,Hoogstraten Logopedie Praktijk J Th - Emmen,Uilenveld 500,7827 GZ ,Emmen,52.754398,6.890359,,0591-630183,
Drenthe,"/zorgorganisatie/810701/podotherapie-praktijk/emmen/herrema-podotherapiepraktijk-g",podotherapie-praktijk,Herrema Podotherapiepraktijk G - Emmen,Verlengde Spoorstraat 7,7811 GA ,Emmen,52.792152,6.899133,,0591-648202,
Drenthe,"/zorgorganisatie/811762/psychologenpraktijk/emmen/arent-psychologie-praktijk-van",psychologenpraktijk,Arent Psychologie Praktijk van - Emmen,Haagjesweg 66,7815 LM ,Emmen,52.796616,6.889505,,0591-616104,
Drenthe,"/zorgorganisatie/793801/psychologenpraktijk/emmen/psychologie-praktijk-emmen",psychologenpraktijk,Psychologie Praktijk Emmen - Emmen,Haagjesweg 50,7815 LM ,Emmen,52.796616,6.889505,,0591-641663,
Drenthe,"/zorgorganisatie/811911/psychologenpraktijk/emmen/gritter-g",psychologenpraktijk,Gritter G - Emmen,Kraaienveld 16,7827 JM ,Emmen,52.747814,6.892517,,06-29354521,
Drenthe,"/zorgorganisatie/796547/psychologenpraktijk/emmen/pep-parc-sandur",psychologenpraktijk,PEP Parc Sandur - Emmen,Koraaldreef 13,7828 AN ,Emmen,52.731773,6.909915,,0591-673297,
Drenthe,"/zorgorganisatie/6702/ziekenhuis/emmen/scheper-ziekenhuis",ziekenhuis,Scheper Ziekenhuis - Emmen,Boermarkeweg 60,7824 AA ,Emmen,52.786278,6.911098,,0591-691911,
Drenthe,"/zorgorganisatie/6702/ziekenhuis/emmen/scheper-ziekenhuis",ziekenhuis,Scheper Ziekenhuis - Emmen,Boermarkeweg 60,7824 AA ,Emmen,52.786278,6.911098,,0591-691911,
Drenthe,"/zorgorganisatie/6702/ziekenhuis/emmen/scheper-ziekenhuis",ziekenhuis,Scheper Ziekenhuis - Emmen,Boermarkeweg 60,7824 AA ,Emmen,52.786278,6.911098,,0591-691911,
Drenthe,"/zorgorganisatie/6702/ziekenhuis/emmen/scheper-ziekenhuis",ziekenhuis,Scheper Ziekenhuis - Emmen,Boermarkeweg 60,7824 AA ,Emmen,52.786278,6.911098,,0591-691911,
Drenthe,"/zorgorganisatie/6702/ziekenhuis/emmen/scheper-ziekenhuis",ziekenhuis,Scheper Ziekenhuis - Emmen,Boermarkeweg 60,7824 AA ,Emmen,52.786278,6.911098,,0591-691911,
Drenthe,"/zorgorganisatie/6702/ziekenhuis/emmen/scheper-ziekenhuis",ziekenhuis,Scheper Ziekenhuis - Emmen,Boermarkeweg 60,7824 AA ,Emmen,52.786278,6.911098,,0591-691911,
Drenthe,"/zorgorganisatie/6702/ziekenhuis/emmen/scheper-ziekenhuis",ziekenhuis,Scheper Ziekenhuis - Emmen,Boermarkeweg 60,7824 AA ,Emmen,52.786278,6.911098,,0591-691911,
Drenthe,"/zorgorganisatie/805623/fysiotherapiepraktijk/emmer-compascuum/bos-en-middeljans-fysiotherapiepraktijk",fysiotherapiepraktijk,Bos en Middeljans Fysiotherapiepraktijk - Emmer-Compascuum,Hoofdkanaal WZ 26/a,7881 AB ,Emmer-Compascuum,52.811321,7.046219,,0591-353000,
Drenthe,"/zorgorganisatie/796337/fysiotherapiepraktijk/emmer-compascuum/ebbinge-praktijk-voor-fysiotherapie-j",fysiotherapiepraktijk,Ebbinge Praktijk voor Fysiotherapie J. - Emmer-Compascuum,Hoofdkanaal WZ 70,7881 AD ,Emmer-Compascuum,52.811321,7.046219,,0591-351395,
Drenthe,"/zorgorganisatie/796364/fysiotherapiepraktijk/emmer-compascuum/hoofdkanaal-praktijk-voor-fysiotherapie",fysiotherapiepraktijk,Hoofdkanaal Praktijk voor Fysiotherapie - Emmer-Compascuum,Hoofdkanaal OZ 17,7881 CK ,Emmer-Compascuum,52.811321,7.046219,,0591-354100,
Drenthe,"/zorgorganisatie/807607/logopediepraktijk/emmer-compascuum/logopediepraktijk",logopediepraktijk,Logopediepraktijk - Emmer-Compascuum,Hoofdkanaal WZ 71,7881 AD ,Emmer-Compascuum,52.811321,7.046219,,0591-357338,
Drenthe,"/zorgorganisatie/795096/fysiotherapiepraktijk/erica/kloeze-dhr-j-p",fysiotherapiepraktijk,Kloeze dhr. J.P. - Erica,Heidebloemstraat 1,7887 EA ,Erica,52.710728,6.928720,,0591-302859,
Drenthe,"/zorgorganisatie/805621/fysiotherapiepraktijk/erica/hemel-fysiotherapie-norbert",fysiotherapiepraktijk,Hemel Fysiotherapie Norbert - Erica,Vlegel 18,7887 KB ,Erica,52.716110,6.915059,,0591-303031,
Drenthe,"/zorgorganisatie/793792/fysiotherapiepraktijk/gasselternijveen/nieboer-praktijk-voor-fysiotherapie-h",fysiotherapiepraktijk,Nieboer Praktijk voor Fysiotherapie H. - Gasselternijveen,Burgemeester Gaarlandtlaan 55,9514 CL ,Gasselternijveen,52.988728,6.851670,,0599-513016,
Drenthe,"/zorgorganisatie/796681/fysiotherapiepraktijk/gasteren/sks-locatie-sportvision",fysiotherapiepraktijk,SKS locatie Sportvision - Gasteren,Westeinde 5,9466 PG ,Gasteren,53.035046,6.661812,,0592-231526,
Drenthe,"/zorgorganisatie/805403/fysiotherapiepraktijk/gees/carey-fysiotherapie-valpreventie-a-coaching-mia",fysiotherapiepraktijk,Carey Fysiotherapie/valpreventie & Coaching Mia - Gees,Tilweg 1,7863 TJ ,Gees,52.748287,6.692081,,0524-582017,
Drenthe,"/zorgorganisatie/811657/psychologenpraktijk/geesbrug/conpas",psychologenpraktijk,Conpas - Geesbrug,Kanaalweg 18,7917 TB ,Geesbrug,52.727226,6.637573,,0524-291015,
Drenthe,"/zorgorganisatie/795294/fysiotherapiepraktijk/gieten/dubbelaar-dhr-m",fysiotherapiepraktijk,Dubbelaar dhr. M. - Gieten,Wilkerweg 1,9461 CK ,Gieten,53.010555,6.760219,,0592-262057,
Drenthe,"/zorgorganisatie/793828/fysiotherapiepraktijk/gieten/schuringa-folmer-praktijk-voor-fysiotherapie-m-i",fysiotherapiepraktijk,Schuringa-Folmer Praktijk voor Fysiotherapie M.I. - Gieten,Asserstraat 2,9461 GC ,Gieten,53.039562,6.469647,,0592-262606,
Drenthe,"/zorgorganisatie/807513/logopediepraktijk/havelte/logopediepraktijk-havelte",logopediepraktijk,Logopediepraktijk Havelte - Havelte,Bospad 2,7971 AZ ,Havelte,52.774918,6.239783,,0521-342931,
Drenthe,"/zorgorganisatie/811648/psychologenpraktijk/havelte/educare-praktijk-voor-psychologie",psychologenpraktijk,Educare Praktijk voor Psychologie - Havelte,Bospad 2,7971 AZ ,Havelte,52.774918,6.239783,,0521-521351,
Drenthe,"/zorgorganisatie/793708/fysiotherapiepraktijk/hijken/anja-eefting-fysiotherapie",fysiotherapiepraktijk,Anja Eefting Fysiotherapie - Hijken,Rheeveld 20,9415 TA ,Hijken,52.875668,6.505186,,0593-526716,
Drenthe,"/zorgorganisatie/796777/psychologenpraktijk/hijken/polymmia-advies-en-testbureau",psychologenpraktijk,Polymmia advies- en testbureau - Hijken,Molenkamp 1,9415 PV ,Hijken,52.897655,6.497769,,0593-525526,
Drenthe,"/zorgorganisatie/794000/fysiotherapiepraktijk/hollandscheveld/praktijk-voor-fysio-en-manuele-therapie-en-acupunctuur",fysiotherapiepraktijk,Praktijk voor Fysio- en Manuele Therapie en Acupunctuur - Hollandscheveld,Het Hoekje 22,7913 BC ,Hollandscheveld,52.706276,6.536846,,0528-342080,
Drenthe,"/zorgorganisatie/807529/logopediepraktijk/hollandscheveld/weide-logopediepraktijk-de",logopediepraktijk,Weide Logopediepraktijk de - Hollandscheveld,Het Hoekje 22,7913 BC ,Hollandscheveld,52.706276,6.536846,,0528-276921,
Drenthe,"/zorgorganisatie/796676/fysiotherapiepraktijk/hoogeveen/vries-praktijk-voor-fysiotherapie-h-de",fysiotherapiepraktijk,Vries Praktijk voor Fysiotherapie H. de - Hoogeveen,Van Limburg Stirumstraat 22,7901 AR ,Hoogeveen,52.728081,6.472024,,0528-270747,
Drenthe,"/zorgorganisatie/795056/fysiotherapiepraktijk/hoogeveen/move2be",fysiotherapiepraktijk,Move2Be - Hoogeveen,Van Limburg Stirumstraat 132,7901 AT ,Hoogeveen,52.725967,6.471963,,0528-278111,
Drenthe,"/zorgorganisatie/795056/fysiotherapiepraktijk/hoogeveen/move2be",fysiotherapiepraktijk,Move2Be - Hoogeveen,Van Limburg Stirumstraat 132,7901 AT ,Hoogeveen,52.725967,6.471963,,0528-278111,
Drenthe,"/zorgorganisatie/814197/fysiotherapiepraktijk/hoogeveen/club-fysio-therapie-hoogeveen",fysiotherapiepraktijk,Club Fysio Therapie Hoogeveen - Hoogeveen,Pesserstraat 3,7901 LB ,Hoogeveen,52.733234,6.476156,,0900-2582 39746 (lokaal tarief),
Drenthe,"/zorgorganisatie/805418/fysiotherapiepraktijk/hoogeveen/fitness-first-the-total-workout",fysiotherapiepraktijk,Fitness First (the Total Workout) - Hoogeveen,Pesserstraat 33,7901 LB ,Hoogeveen,52.733234,6.476156,,0528-234460,
Drenthe,"/zorgorganisatie/796965/fysiotherapiepraktijk/hoogeveen/osinga-praktijk-voor-therapie-en-lichaamsverzorging",fysiotherapiepraktijk,Osinga Praktijk voor Therapie en lichaamsverzorging - Hoogeveen,Einsteinlaan 20,7904 EC ,Hoogeveen,52.723129,6.503184,,0528-269599,
Drenthe,"/zorgorganisatie/805422/fysiotherapiepraktijk/hoogeveen/baudoin-fysiotherapie-p-j-m",fysiotherapiepraktijk,Baudoin Fysiotherapie P J M - Hoogeveen,Tamboerlaan 319,7906 EK ,Hoogeveen,52.716644,6.487152,,0528-276413,
Drenthe,"/zorgorganisatie/805421/fysiotherapiepraktijk/hoogeveen/kraan-fysiotherapie",fysiotherapiepraktijk,Kraan fysiotherapie - Hoogeveen,Tamboerlaan 319,7906 EK ,Hoogeveen,52.716644,6.487152,,0528-274438,
Drenthe,"/zorgorganisatie/805419/fysiotherapiepraktijk/hoogeveen/mansier-fysiotherapie-sportfysiotherapie-psychosomatische-fysiotherapie",fysiotherapiepraktijk,Mansier Fysiotherapie Sportfysiotherapie Psychosomatische Fysiotherapie - Hoogeveen,Alteveerstraat 110/a,7907 AC ,Hoogeveen,52.716324,6.477038,,0528-263402,
Drenthe,"/zorgorganisatie/805417/fysiotherapiepraktijk/hoogeveen/elbe-fysiotherapie",fysiotherapiepraktijk,Elbe Fysiotherapie - Hoogeveen,Elbe 3,7908 HB ,Hoogeveen,52.714340,6.461125,,0528-225577,
Drenthe,"/zorgorganisatie/805420/fysiotherapiepraktijk/hoogeveen/weide-fysiotherapie-gezondheidscentrum-de",fysiotherapiepraktijk,Weide Fysiotherapie Gezondheidscentrum de - Hoogeveen,De Zaaier 6,7908 MA ,Hoogeveen,52.719147,6.450927,,0528-266809,
Drenthe,"/zorgorganisatie/796118/fysiotherapiepraktijk/hoogeveen/middenraai-praktijk-voor-fysiotherapie",fysiotherapiepraktijk,Middenraai Praktijk voor Fysiotherapie - Hoogeveen,Middenraai 77-a,7912 TH ,Hoogeveen,52.727474,6.565638,,0528-343518,
Drenthe,"/zorgorganisatie/791443/ggz-instelling/hoogeveen/centrum-voor-geestelijke-gezondheidszorg-locatie-hoogeveen-ggz-drenthe",ggz-instelling,Centrum voor Geestelijke Gezondheidszorg locatie Hoogeveen (GGZ Drenthe) - Hoogeveen,Dr. G.H. Amshoffweg 3,7909 AA ,Hoogeveen,52.726845,6.461285,,0528-857777,
Drenthe,"/zorgorganisatie/814220/logopediepraktijk/hoogeveen/logopediepraktijk-oosterwijk",logopediepraktijk,Logopediepraktijk Oosterwijk - Hoogeveen,Bentinckslaan 20a,7902 GG ,Hoogeveen,52.724533,6.484136,,0528-746011,
Drenthe,"/zorgorganisatie/807527/logopediepraktijk/hoogeveen/louwissen-logopediepraktijk-e",logopediepraktijk,Louwissen Logopediepraktijk E - Hoogeveen,Jos van Aalderenlaan 28,7908 HD ,Hoogeveen,52.716679,6.458588,,0528-220889,
Drenthe,"/zorgorganisatie/807528/logopediepraktijk/hoogeveen/kikkert-bakker-logopediepraktijk-m-r",logopediepraktijk,Kikkert-Bakker Logopediepraktijk M R - Hoogeveen,Hennepkamp 8,7908 MG ,Hoogeveen,52.721558,6.451106,,0528-275734,
Drenthe,"/zorgorganisatie/810675/podotherapie-praktijk/hoogeveen/ossel-podologie-voet-en-schoencentrum",podotherapie-praktijk,Ossel Podologie Voet- en Schoencentrum - Hoogeveen,Buitenvaart 1701,7905 SN ,Hoogeveen,52.711021,6.513876,,0528-265091,
Drenthe,"/zorgorganisatie/811661/psychologenpraktijk/hoogeveen/drooge-ter-haar-psychotherapiepraktijk-e-k-van",psychologenpraktijk,Drooge-Ter Haar Psychotherapiepraktijk E K van - Hoogeveen,Tapuitlaan 53,7905 CT ,Hoogeveen,52.716763,6.508192,,0528-264279,
Drenthe,"/zorgorganisatie/811662/psychologenpraktijk/hoogeveen/pijpstra-e-w",psychologenpraktijk,Pijpstra E W - Hoogeveen,Lindenlaan 5,7907 AT ,Hoogeveen,52.713455,6.470797,,0528-265319,
Drenthe,"/zorgorganisatie/6703/ziekenhuis/hoogeveen/bethesda-ziekenhuis",ziekenhuis,Bethesda Ziekenhuis - Hoogeveen,Doctor G.H. Amshoffweg 1,7909 AA ,Hoogeveen,52.726845,6.461285,,0528-286222,
Drenthe,"/zorgorganisatie/6703/ziekenhuis/hoogeveen/bethesda-ziekenhuis",ziekenhuis,Bethesda Ziekenhuis - Hoogeveen,Doctor G.H. Amshoffweg 1,7909 AA ,Hoogeveen,52.726845,6.461285,,0528-286222,
Drenthe,"/zorgorganisatie/6703/ziekenhuis/hoogeveen/bethesda-ziekenhuis",ziekenhuis,Bethesda Ziekenhuis - Hoogeveen,Doctor G.H. Amshoffweg 1,7909 AA ,Hoogeveen,52.726845,6.461285,,0528-286222,
Drenthe,"/zorgorganisatie/6703/ziekenhuis/hoogeveen/bethesda-ziekenhuis",ziekenhuis,Bethesda Ziekenhuis - Hoogeveen,Doctor G.H. Amshoffweg 1,7909 AA ,Hoogeveen,52.726845,6.461285,,0528-286222,
Drenthe,"/zorgorganisatie/6703/ziekenhuis/hoogeveen/bethesda-ziekenhuis",ziekenhuis,Bethesda Ziekenhuis - Hoogeveen,Doctor G.H. Amshoffweg 1,7909 AA ,Hoogeveen,52.726845,6.461285,,0528-286222,
Drenthe,"/zorgorganisatie/6703/ziekenhuis/hoogeveen/bethesda-ziekenhuis",ziekenhuis,Bethesda Ziekenhuis - Hoogeveen,Doctor G.H. Amshoffweg 1,7909 AA ,Hoogeveen,52.726845,6.461285,,0528-286222,
Drenthe,"/zorgorganisatie/6703/ziekenhuis/hoogeveen/bethesda-ziekenhuis",ziekenhuis,Bethesda Ziekenhuis - Hoogeveen,Doctor G.H. Amshoffweg 1,7909 AA ,Hoogeveen,52.726845,6.461285,,0528-286222,
Drenthe,"/zorgorganisatie/6703/ziekenhuis/hoogeveen/bethesda-ziekenhuis",ziekenhuis,Bethesda Ziekenhuis - Hoogeveen,Doctor G.H. Amshoffweg 1,7909 AA ,Hoogeveen,52.726845,6.461285,,0528-286222,
Drenthe,"/zorgorganisatie/794305/fysiotherapiepraktijk/huis-ter-heide-noordenveld/amersfoortseweg-maatschap-voor-fysiotherapie",fysiotherapiepraktijk,Amersfoortseweg Maatschap voor Fysiotherapie - Huis ter Heide Noordenveld,Amersfoortseweg 56,3712 BE ,Huis ter Heide Noordenveld,52.118019,5.273174,,0346-359371/359360,
Drenthe,"/zorgorganisatie/805826/fysiotherapiepraktijk/klazienaveen/manen-fysiotherapiepraktijk-rien-van",fysiotherapiepraktijk,Manen Fysiotherapiepraktijk Rien van - Klazienaveen,Kruizemunt 3,7892 AE ,Klazienaveen,52.732014,6.972323,,06-44800611,
Drenthe,"/zorgorganisatie/807606/logopediepraktijk/klazienaveen/logopedisch-centrum-emmen",logopediepraktijk,Logopedisch Centrum Emmen - Klazienaveen,Kruizemunt 3,7892 AE ,Klazienaveen,52.732014,6.972323,,0591-317959,
Drenthe,"/zorgorganisatie/805391/fysiotherapiepraktijk/koekange/steuns-praktijk-voor-fysiotherapie-en-acupunctuur-s",fysiotherapiepraktijk,Steuns Praktijk voor Fysiotherapie en Acupunctuur S - Koekange,Hooijersteeg 10/a,7958 PC ,Koekange,52.697208,6.288758,,0522-452176,
Drenthe,"/zorgorganisatie/793734/fysiotherapiepraktijk/koekange/smeengeweg-praktijk-voor-fysiotherapie",fysiotherapiepraktijk,Smeengeweg Praktijk voor Fysiotherapie - Koekange,Mr. H. Smeengeweg 12,7958 RJ ,Koekange,52.698853,6.322505,,0522-451867,
Drenthe,"/zorgorganisatie/811769/psychologenpraktijk/loon-assen/doorman-otten-t",psychologenpraktijk,Doorman-Otten T - Loon Assen,Markeweg 1,9409 TH ,Loon Assen,53.011566,6.611477,,0592-405045,
Drenthe,"/zorgorganisatie/794475/fysiotherapiepraktijk/meppel/praktijk-voor-fysiotherapie-molenstraat",fysiotherapiepraktijk,Praktijk voor Fysiotherapie Molenstraat - Meppel,Molenstraat 20,7941 AW ,Meppel,52.699795,6.188389,,0522-260010,
Drenthe,"/zorgorganisatie/793629/fysiotherapiepraktijk/meppel/maatschap-voor-fysiotherapie-meppel",fysiotherapiepraktijk,Maatschap voor Fysiotherapie Meppel - Meppel,Zuideinde 42,7941 GH ,Meppel,52.693714,6.190712,,0522-251549,
Drenthe,"/zorgorganisatie/805762/fysiotherapiepraktijk/meppel/boogaerdt-a-fysio-en-manuele-ther-prakt",fysiotherapiepraktijk,Boogaerdt A Fysio en Manuele Ther Prakt - Meppel,Parklaan 4,7941 GR ,Meppel,52.692020,6.194094,,06-22938903,
Drenthe,"/zorgorganisatie/795547/fysiotherapiepraktijk/meppel/fysiotherapiepraktijk-tuuk-praktijk-voor-fysiotherapie-w-van-der",fysiotherapiepraktijk,Fysiotherapiepraktijk Tuuk Praktijk voor Fysiotherapie W. van der - Meppel,Parklaan 4,7941 GR ,Meppel,52.692020,6.194094,,0522-251565,
Drenthe,"/zorgorganisatie/796028/fysiotherapiepraktijk/meppel/kindercentrum-prima-life-junior",fysiotherapiepraktijk,Kindercentrum Prima Life Junior - Meppel,Burgemeester Knoppersln 1,7941 KM ,Meppel,52.697178,6.198499,,0522-237530,
Drenthe,"/zorgorganisatie/793358/fysiotherapiepraktijk/meppel/praktijk-voor-kinderfysiotherapie-en-logopedie-zuidwest-drenthe",fysiotherapiepraktijk,Praktijk voor Kinderfysiotherapie en logopedie Zuidwest Drenthe - Meppel,Burgemeester Knopperslaan 32-a,7941 KN ,Meppel,52.698559,6.197335,,0522-244242,
Drenthe,"/zorgorganisatie/793358/fysiotherapiepraktijk/meppel/praktijk-voor-kinderfysiotherapie-en-logopedie-zuidwest-drenthe",fysiotherapiepraktijk,Praktijk voor Kinderfysiotherapie en logopedie Zuidwest Drenthe - Meppel,Burgemeester Knopperslaan 32-a,7941 KN ,Meppel,52.698559,6.197335,,0522-244242,
Drenthe,"/zorgorganisatie/795992/fysiotherapiepraktijk/meppel/h-p-j-kocks-praktijk-voor-sport-fysiotherapie-manuele-therapie-en-medisch-fitness",fysiotherapiepraktijk,H.P.J. Kocks Praktijk voor (Sport)Fysiotherapie Manuele Therapie en Medisch Fitness - Meppel,Talmastraat 22,7942 ED ,Meppel,52.704227,6.194129,,0522-261688,
Drenthe,"/zorgorganisatie/805390/fysiotherapiepraktijk/meppel/luning-fysiotherapie-en-haptonomie-e-p",fysiotherapiepraktijk,Luning Fysiotherapie en Haptonomie E P - Meppel,Comm d Vos v Steenwijkln 2,7942 XK ,Meppel,52.700844,6.198830,,0522-262771,
Drenthe,"/zorgorganisatie/805389/fysiotherapiepraktijk/meppel/meulen-a-vd-kolk-a-eggengoor-fysiotherapie-vd",fysiotherapiepraktijk,Meulen & vd Kolk & Eggengoor Fysiotherapie vd - Meppel,Comm d Vos v Steenwijkln 2,7942 XK ,Meppel,52.700844,6.198830,,0522-255555,
Drenthe,"/zorgorganisatie/805393/fysiotherapiepraktijk/meppel/aan-huis-fysiotherapie",fysiotherapiepraktijk,Aan Huis Fysiotherapie - Meppel,Waterhoen 2,7943 SK ,Meppel,52.694839,6.227754,,0522-851242,
Drenthe,"/zorgorganisatie/805388/fysiotherapiepraktijk/meppel/rebo-gespecialiseerde-sportleiding-oefentherapieprak-r-boxem",fysiotherapiepraktijk,Rebo Gespecialiseerde Sportleiding Oefentherapieprak R Boxem - Meppel,Merelstraat 25,7944 AG ,Meppel,52.680927,6.189142,,0522-240236,
Drenthe,"/zorgorganisatie/796035/fysiotherapiepraktijk/meppel/kindercentrum-prima-life-junior",fysiotherapiepraktijk,Kindercentrum Prima Life Junior - Meppel,Rembrandtlaan 68,7944 GK ,Meppel,52.686253,6.181622,,0522-240346,
